,Medal
124306,0
109016,0
102219,3
188369,0
133176,0
103965,0
1326,0
11367,1
149482,0
167373,0
650,0
108229,0
192858,0
47379,0
201982,0
30981,0
79851,1
107967,0
90462,0
64354,0
174636,0
86618,0
93126,0
123971,0
76350,0
74598,0
74873,0
103649,0
24678,0
69630,0
203195,0
31117,0
187110,0
114644,0
137484,0
36116,0
67281,0
135616,2
138623,0
86007,2
84191,0
96097,3
165273,0
9830,0
1226,3
206485,0
152675,0
6094,0
165632,0
120558,0
200499,0
84911,3
39069,0
206334,0
176,0
171024,0
209883,0
100707,0
131967,0
36129,0
162214,0
126667,0
139761,0
196144,0
116126,0
79705,0
166988,0
90742,2
86891,3
125411,0
65532,0
76953,1
83016,2
110919,0
200869,0
132084,0
173942,0
117894,0
154842,0
67556,0
185640,0
51788,0
172678,0
96698,0
149621,0
116734,0
107202,0
189901,0
44839,2
105540,0
172683,0
109809,3
189534,0
33897,3
29129,0
36745,0
19617,0
215125,0
200988,0
33275,0
41449,0
149089,0
69092,0
192881,0
9211,0
77447,0
216765,0
185914,0
185902,0
66143,0
61545,0
177032,0
47093,3
217091,0
184746,0
63493,0
120617,3
163480,0
93141,0
100477,1
832,0
197393,0
51948,0
110876,0
169391,0
147665,0
128363,0
16486,0
25095,0
62974,0
197346,0
162092,0
139121,1
173030,0
199928,0
183283,0
217117,0
102513,0
21937,2
172977,0
113074,3
148345,1
170373,0
28034,0
182169,0
214449,0
184435,0
97385,0
202543,0
152655,0
175210,0
40602,0
156389,0
159252,0
213351,3
205625,0
37872,3
32116,0
184581,0
49733,0
6481,0
74904,0
158488,0
136737,0
191539,0
162713,0
87777,0
67925,0
143181,0
12698,1
90084,0
93758,3
80148,0
61444,0
67875,0
618,0
16051,1
144247,0
8879,0
81862,3
19219,0
7639,0
180165,0
122883,0
148522,0
101090,0
36392,0
186981,0
110836,0
145529,0
90266,0
106761,2
157237,0
207213,0
208196,0
163636,0
139279,1
55800,1
101392,0
42082,0
177947,0
139186,0
69071,0
197363,0
213026,3
75530,2
179532,0
166614,0
78177,0
93741,0
184760,0
201528,0
116841,0
62035,0
109396,0
140120,0
137149,3
186309,0
176387,0
123207,0
110142,0
35903,0
209316,0
216300,0
14376,0
164542,0
145777,0
11289,3
193039,0
67980,0
145305,0
30641,0
138621,0
147436,3
42262,0
119927,0
58694,0
115184,3
154651,0
118980,0
92054,0
5796,0
161746,0
183702,2
164327,0
61263,0
116884,0
89315,2
167802,0
54127,0
110964,0
161931,2
146618,0
24352,0
39676,0
181146,0
56663,0
111091,0
33509,0
49346,0
57955,0
20207,0
6505,3
110835,0
104108,0
72758,0
172293,0
12999,0
182888,0
88199,0
177441,0
113206,1
218368,0
83947,2
62648,0
111770,0
170148,0
39422,0
49815,0
197250,0
1436,1
33076,0
135685,0
65557,0
62100,1
183144,0
29079,0
10253,0
16549,0
55108,0
144,0
34069,0
72114,2
202425,0
115848,0
205461,0
205302,0
76750,0
160715,0
199641,0
118756,3
123533,0
85459,3
147554,3
15402,0
78674,0
1660,0
135313,2
214442,0
36601,0
132,0
136179,2
38574,0
105531,0
164300,0
45713,0
107437,0
118902,0
107479,0
14261,0
91634,0
83030,0
58900,0
75313,0
36070,0
95735,0
190672,0
127872,0
137304,0
74874,0
164565,0
86246,2
217639,0
198254,0
23748,0
172022,0
76865,0
182993,0
65408,0
199998,0
216798,0
142170,0
62631,0
133736,2
161007,2
1373,0
25508,0
74435,1
199773,0
176779,0
61311,3
123323,1
175506,0
134059,0
39664,0
173561,2
75308,0
41240,0
174818,0
23332,0
211031,0
95843,0
184919,0
172125,0
46940,0
214721,0
132718,0
925,0
34245,0
120962,0
105667,0
82886,0
134965,0
76754,0
60398,1
133028,0
179560,0
9601,0
54248,0
99606,0
83870,2
104531,0
98100,0
232,0
105664,3
36331,0
40901,0
105719,1
71070,0
12724,0
2516,0
40577,0
146294,0
8052,0
4137,0
21440,3
100495,0
186498,0
45884,0
88614,0
176701,0
37578,0
79509,0
109025,0
45619,0
162530,3
91505,0
122209,0
62297,0
142414,0
47737,0
132940,0
180784,0
87878,1
138657,0
200147,0
148237,1
104875,0
122992,0
85495,1
184029,2
96662,3
2226,0
19962,0
65660,0
195303,0
211119,0
177267,0
133383,1
84743,2
29429,0
113921,0
163458,0
67881,0
217479,0
120384,0
50964,0
116384,0
64410,0
207011,0
211187,0
55360,0
182229,3
38314,0
138319,0
202026,0
192416,0
133399,2
188658,0
175091,0
116622,0
110320,3
62862,0
144081,0
141180,0
171988,0
8630,2
128801,0
145147,0
33160,0
145769,3
181257,0
99751,0
87717,0
7185,0
147595,2
158453,0
216295,0
104312,0
128642,0
88074,0
173539,0
172805,0
63092,0
217744,0
122685,0
125884,0
197146,0
162723,0
209404,0
188925,0
69736,0
163351,0
25520,0
186389,0
145452,0
89539,0
185467,0
41475,0
159023,0
18248,0
201485,0
132045,0
19616,0
2211,0
173571,3
193571,2
83528,0
138423,2
170493,3
146313,0
154511,0
95797,0
80142,0
121403,0
100874,1
179840,0
41191,3
142376,0
177082,0
36719,0
4129,0
15620,0
43031,0
189303,0
11032,0
210903,0
101768,2
41615,0
60644,0
172849,0
9631,0
100402,0
106993,0
119186,0
24791,0
39926,0
15037,0
84417,0
64558,0
179479,0
193839,0
182887,1
74940,0
144452,0
56688,0
213926,0
179848,0
187179,0
160138,0
125942,0
110575,0
146816,0
61596,0
63253,0
205055,0
217897,0
208170,0
27548,0
70002,0
1910,0
216564,0
10141,0
170528,3
203456,0
64318,0
206143,0
100852,0
7381,0
16416,0
2202,0
13127,0
107617,0
10054,0
49108,0
81462,0
64164,0
202941,0
55380,2
701,0
187326,0
63556,0
163537,2
149869,1
214076,0
116370,2
134772,0
144516,0
5862,0
8,0
58080,0
38642,0
106349,1
173117,0
6934,0
34791,0
214687,0
203478,0
254,1
177015,0
86470,0
37757,0
119037,2
194199,0
41386,1
76246,0
103485,1
191753,0
135733,0
127138,0
30417,0
65294,0
139119,2
55192,0
183863,0
88797,0
188482,0
125571,0
21091,0
183680,0
190396,0
48442,0
148789,0
115042,1
95317,0
172576,0
127233,0
111312,0
178746,0
208531,0
166695,0
201293,0
14322,0
160506,0
128928,0
35404,0
169244,0
141004,0
46307,0
183181,2
62594,0
63078,0
62485,0
11833,0
99932,1
3237,0
140966,2
2515,0
184679,0
180966,0
193426,0
208461,0
108097,0
205767,0
208118,0
87166,0
114955,0
187887,0
86113,0
44933,0
123379,0
174499,0
216789,0
130511,0
33593,0
192852,0
135136,1
75434,0
211386,0
57898,0
134564,2
48124,0
191689,0
168729,0
172191,3
135157,2
27113,0
176773,0
164057,0
41462,0
135846,0
13899,0
78490,0
97936,1
175094,0
50018,1
56187,0
199692,0
110412,1
83426,1
165642,0
46812,0
86557,3
44490,0
103828,0
175152,0
198615,0
176816,0
63811,0
26910,0
207971,0
114952,0
149164,3
88587,1
214557,0
118830,0
65937,0
128436,0
37695,0
203132,0
65146,0
139206,0
50299,0
174894,0
150493,0
66097,0
135059,0
204561,2
192727,0
146516,0
187249,0
123138,0
74773,0
122749,0
118926,0
42206,0
39070,0
102901,1
31446,0
197926,0
206172,0
166215,0
120423,0
130952,0
20816,0
4970,0
52027,1
72694,0
145762,0
99665,0
91030,2
75262,0
40551,0
115946,0
31258,0
182369,0
126151,0
69081,0
80207,1
78760,1
90612,0
100681,0
81619,0
215851,0
125706,0
82730,1
40743,0
51578,1
22653,0
14510,0
139644,2
47274,0
208864,0
192606,0
203821,0
165913,3
134799,2
96449,0
206550,0
130851,0
18755,0
2236,0
150533,0
212768,0
175830,0
187882,3
40294,0
30397,0
103006,2
193809,0
169509,0
184085,0
43466,0
151485,0
184484,0
78284,0
898,3
7946,1
213951,0
133630,1
72276,0
115926,0
40952,1
175261,3
14079,0
20693,0
32040,2
54117,0
21096,0
200289,0
147852,1
199671,0
8968,0
41686,0
213931,0
98002,0
182128,0
136412,0
69080,0
122316,0
37267,0
187398,0
49496,0
66098,0
42379,0
24988,0
177908,0
38612,0
31918,0
203049,0
72661,1
69239,0
214253,0
65561,0
99733,1
104634,0
17044,0
55881,3
135771,0
166117,3
109677,2
213375,2
160141,0
52756,0
116260,0
50083,0
75614,1
34178,2
32441,0
120864,0
51060,0
179435,0
213495,0
179863,0
71866,0
107448,0
36915,0
204450,0
205754,3
64061,0
137261,1
58555,0
104905,2
82763,3
94691,0
134699,0
3660,0
43244,0
82528,0
21286,0
198762,2
33524,0
79526,1
206794,3
208334,0
131661,0
61268,0
23255,0
97987,0
161999,0
124363,0
174634,3
31314,2
83046,0
146602,0
158177,2
116645,0
187661,0
213578,0
67981,0
58992,0
41125,0
109942,0
73813,0
115538,0
62271,0
173015,0
104691,0
40396,0
174614,0
26734,0
107587,3
34189,0
187143,0
36883,0
88809,0
14816,0
181771,0
203319,0
128490,0
164693,0
88605,0
15537,2
184529,0
126826,0
152583,3
67766,0
180513,0
77208,0
195288,0
161998,0
54037,0
170560,3
23429,0
89270,2
35733,0
78777,0
178215,0
202705,0
133732,0
81207,0
41036,0
102429,1
201524,0
137540,0
48730,0
8131,0
15777,0
110309,0
51078,1
90148,0
81857,0
137141,2
200943,0
169616,0
93811,0
188612,0
63942,0
94230,0
38379,0
9588,0
40589,0
125686,0
34641,0
170414,0
215254,0
193052,0
26861,0
11998,0
183460,0
1446,0
102525,0
166796,2
130082,0
83230,0
181289,0
196560,0
20570,0
44759,0
34399,0
89972,2
219028,0
45597,0
114764,0
197029,0
99386,0
104722,3
76835,2
47683,0
59219,2
208174,0
82121,0
69433,0
210861,0
79952,0
29968,0
28147,0
113068,0
108598,0
22476,0
3293,0
80129,0
107329,0
215688,0
196975,0
198597,0
156513,0
74746,0
69878,0
182244,0
76963,1
187328,0
52780,0
135201,0
187300,0
144984,0
1262,0
162266,0
90118,0
36499,0
177056,0
201866,0
170870,0
161569,0
123334,3
120908,0
177117,0
141520,0
172659,0
148361,1
163593,0
72540,1
213726,0
33439,0
42544,3
122575,0
204096,0
118045,0
171185,0
5688,0
100675,1
148781,1
112851,0
87434,0
159216,0
22758,0
209331,0
13427,0
57617,0
13332,0
206407,0
22727,0
47141,3
134245,2
215293,0
55258,1
63515,0
33965,0
77606,1
167045,0
194637,0
157654,0
32871,0
106791,0
35946,0
138490,0
67993,0
128480,0
81876,2
95194,2
113329,1
197745,0
114827,0
77487,0
127513,0
59497,0
159603,0
6657,0
87487,3
47021,0
120277,0
182373,3
175478,0
190249,3
161834,0
128413,0
87706,3
171480,0
24932,0
170506,3
192754,0
199400,0
206677,0
171489,0
41795,0
27259,0
51323,0
182858,0
210713,0
163584,0
175019,0
185280,0
189585,0
159041,0
91822,0
108984,0
179990,0
160445,1
69575,0
167952,0
186022,0
131179,0
187701,1
7473,0
107745,0
172896,0
189338,0
76306,1
185392,0
81068,0
197114,3
15203,1
133592,0
111794,0
26472,0
9983,3
106200,0
182762,0
216205,0
204321,0
19162,3
115829,0
199356,0
154589,0
17702,3
59250,0
192393,0
159798,0
112640,0
217011,0
39860,0
57714,0
70787,0
15988,0
97224,0
189590,0
72262,1
8682,0
46764,2
56084,0
200129,0
181323,0
35403,0
110327,0
59408,0
18138,2
169922,0
2213,0
5417,0
89816,0
157625,0
148702,0
12925,0
22159,0
124039,0
198375,0
214847,0
120639,0
213828,0
117107,0
22623,0
42928,0
80665,0
151664,0
20567,0
86137,0
175379,0
80954,2
173698,0
49106,0
3707,0
146540,0
193855,0
173920,0
156528,0
52773,2
216001,0
101050,0
92608,0
46068,0
191828,0
217819,0
129980,0
181437,0
201725,0
157332,0
42384,0
214372,0
2204,2
12969,0
53001,0
12843,0
184508,0
60020,1
50718,0
217800,0
105215,0
42527,0
7886,0
205120,0
15762,0
48960,3
138880,1
91229,0
4427,0
23903,1
60522,0
182550,0
76812,0
208366,0
35053,2
175990,0
215754,0
85389,0
81339,0
60891,0
96451,0
216377,0
117279,0
82890,0
172623,0
139446,0
33853,0
136338,0
101906,0
8281,0
47714,0
139821,0
83343,0
124996,0
19395,0
125028,0
11968,0
175827,0
3126,0
90473,0
34239,0
134992,0
149530,3
81141,0
216494,0
125312,0
99493,2
206640,2
200961,0
192869,0
11725,0
71810,2
213000,0
136755,0
180070,0
56400,0
24401,3
44024,2
15053,0
118139,0
161930,3
212759,3
79728,2
35603,0
139894,3
201069,0
198718,0
198413,0
183041,0
207568,0
134686,0
25267,0
114053,0
180415,0
73770,0
158210,0
166591,0
23992,0
27031,0
120733,0
47005,0
17667,0
45519,0
120831,3
148418,1
68002,0
2149,0
127743,0
74540,0
73899,3
16884,0
99331,0
117245,0
14830,0
76602,2
20462,0
97471,0
60882,0
83471,0
139792,0
97211,0
199886,0
50879,1
195534,0
90325,0
202940,3
154534,0
24403,0
149156,0
197000,3
189914,0
160187,0
214720,0
134397,0
121506,0
140357,0
45022,2
28613,0
65075,0
41727,0
119250,0
68975,0
120842,0
158794,0
69984,0
150200,0
79009,0
182752,1
112059,0
133721,0
214429,0
143727,0
193900,0
179572,0
50992,0
11343,1
158730,0
31782,0
111748,0
51912,0
69053,0
58028,0
133525,3
93425,1
11777,0
111329,0
136354,0
37978,0
171540,0
537,1
212741,3
99620,1
174410,0
181103,0
187483,0
18997,0
90351,0
185813,0
16351,0
72534,0
11127,0
74515,3
130465,0
128136,0
56933,0
117468,2
108035,0
66704,0
61086,0
76006,0
104659,1
42355,0
142802,0
126487,2
3467,0
9519,0
166584,1
157903,2
112842,0
30789,1
3032,0
57115,0
39951,0
98276,0
158462,0
168784,0
98281,0
121111,0
58948,0
305,0
148242,0
102818,0
96481,0
165012,0
143342,0
154141,0
140053,0
164086,0
189107,1
38733,0
212528,0
144106,0
142141,3
69220,0
39287,0
30799,0
174690,0
35812,0
81188,0
61602,0
208951,0
128828,0
115264,0
67028,0
147980,0
176085,0
160003,0
139274,0
80252,0
85321,0
120034,0
20147,0
13643,0
144301,0
208896,0
158490,0
10813,0
134313,0
172680,0
163416,0
97026,0
209178,0
175633,0
143755,0
190087,0
46340,0
100057,1
60973,0
199806,2
41941,3
19092,0
131904,0
193954,0
48387,0
57102,0
46904,0
209180,0
158473,0
13719,0
136258,1
88322,0
131005,0
23783,0
150606,0
206041,0
140121,0
76993,1
192479,0
134901,0
192401,0
121849,3
175466,0
2339,0
6388,0
75556,0
77653,0
78167,0
80407,1
165674,0
68746,0
162686,0
151755,0
101058,0
61332,2
18951,2
13092,0
76941,0
42199,0
75270,2
4272,0
154069,0
144338,2
122716,0
119788,0
133968,0
89564,0
14515,3
77490,0
201264,0
179713,0
49023,0
171835,2
201098,0
172736,0
40663,0
11711,3
209867,0
144165,2
80035,0
11876,0
18698,0
139605,0
25905,0
20503,0
110409,0
72291,0
94528,0
73345,0
180706,0
74098,0
189209,0
176048,0
179472,0
101645,0
53142,0
67593,0
174817,0
132266,0
130836,0
90373,0
102836,0
113380,0
127349,0
44692,0
210121,0
106572,0
84449,0
119880,1
208168,0
13091,0
167643,0
6360,0
88585,1
45039,1
42636,0
180395,0
151881,3
115048,0
51093,0
84840,0
218978,0
57183,0
474,0
135296,0
211459,1
175376,0
57242,0
3973,0
128020,0
51029,3
61699,0
185315,0
164299,0
205405,0
95732,0
183388,0
37167,0
194374,3
196685,0
59692,0
190073,0
205450,0
97799,3
133577,0
59915,3
36189,0
55791,0
84991,0
38990,0
138737,0
133197,0
97655,0
12945,0
149901,0
87054,3
192203,0
8176,1
212530,0
102285,0
105939,0
118584,3
134130,0
55816,0
109969,0
97659,2
142783,0
167138,0
197433,0
37560,0
1522,0
45975,0
52308,0
177218,0
111235,3
105693,0
175306,0
67001,2
55716,1
12692,0
212336,0
11941,0
166526,3
57407,1
131595,0
170175,0
133505,0
141055,0
11354,0
167342,0
14169,0
101544,0
137053,0
75312,0
38595,0
111264,0
39159,0
184953,0
60769,3
195377,0
138697,0
109648,0
25163,0
159304,0
136888,0
125401,0
66102,0
113683,0
35028,0
148520,3
37497,0
132109,0
166693,0
55046,0
70709,0
144119,0
66917,0
101488,0
176233,0
119161,0
53041,0
57667,0
60817,0
166174,0
137502,0
60414,0
169552,0
53922,0
176282,0
150930,0
93769,0
93978,0
23646,0
185832,0
59348,0
190790,0
1026,0
46515,0
204051,0
37234,0
44442,0
206360,0
109226,0
177795,0
48160,0
72799,3
74050,1
102849,0
82898,0
63162,0
216942,0
88964,0
27692,0
176112,0
150865,0
132911,0
4030,0
95869,0
144962,0
186980,0
176250,2
138044,0
170903,0
217691,0
114192,0
210670,0
133579,1
53086,0
172068,0
174508,0
183575,0
76075,0
98950,0
204692,0
23762,1
188613,0
115604,0
52693,0
124175,0
199685,0
131364,1
81604,0
195174,0
36891,0
22956,0
169672,0
22027,0
146714,0
64396,0
54234,1
42657,0
103071,0
145859,0
56079,0
43069,0
128309,0
215270,0
15378,0
60464,0
183890,0
24188,0
142606,0
158174,0
203535,1
52862,0
31148,0
22457,0
200705,0
101205,3
66850,0
163295,0
55282,3
211531,2
169813,0
189838,0
51221,0
203494,0
154140,0
129795,0
201713,0
202041,0
95917,0
14903,0
192365,0
207336,0
163521,0
155524,0
157196,0
34590,0
171726,0
39929,0
76266,0
91948,0
18569,1
60718,2
145807,0
210394,3
181004,0
201237,0
142352,0
123972,0
38249,0
185999,0
99026,0
22734,0
147477,0
131851,0
129713,0
144129,0
170446,0
94247,0
160779,0
77819,0
50803,2
45853,0
208703,0
210281,0
134095,0
216935,0
22154,3
16698,0
46745,0
52573,3
145126,0
115704,0
59112,0
12047,0
46413,0
35206,1
185285,0
153909,0
54681,0
76275,0
110252,0
78749,0
132515,0
179226,0
53549,0
144685,0
196823,0
29989,0
48565,0
216987,0
57970,0
184969,0
102096,0
99246,0
145680,0
204093,0
111498,3
119700,0
185312,0
135293,0
57904,0
11909,0
107235,3
104076,0
25013,0
12515,1
203159,0
212568,0
65701,0
57518,0
72635,0
146390,0
216933,0
142880,0
12790,0
128427,0
89798,0
67437,0
181654,0
2080,0
71902,0
31313,0
85082,0
50868,3
41029,0
134298,0
47384,0
15803,0
139701,0
169989,0
213304,0
217554,0
37520,0
85637,0
61506,0
42829,0
200533,0
24415,0
117281,0
61433,0
56571,0
163308,0
199895,0
103159,0
130802,0
39891,0
36833,0
140005,0
145771,0
199636,0
138046,0
158700,0
129422,0
37120,0
91186,0
53272,0
84858,0
88151,3
49564,0
89219,0
35771,0
142446,0
23612,0
147528,0
96965,0
77146,0
106021,0
179094,0
175741,0
138355,0
160032,0
148715,0
35086,0
114336,0
1584,0
38663,0
197570,0
118143,3
125604,0
136833,0
192836,2
119426,0
122118,0
86206,0
1645,1
69956,0
174516,3
166528,0
149732,0
41455,0
12602,0
28923,0
18204,0
176812,0
119201,0
198547,0
86529,3
52090,0
142887,0
205932,1
158148,0
23591,0
41244,0
61711,0
41706,0
110779,0
35236,0
20060,0
39238,0
52544,0
137537,0
66658,0
2487,0
47332,0
69164,0
105850,0
59706,1
192991,0
28774,1
45632,0
214432,0
193520,0
21425,0
2819,0
184005,2
171209,0
206871,0
153914,0
37793,0
139607,3
136177,0
218700,0
41392,0
55746,0
147655,0
191922,0
123744,0
5699,0
57207,0
181602,0
33564,0
145396,0
128377,0
67978,0
187982,0
138090,0
174736,1
103502,0
149051,2
9194,0
177578,0
66197,0
127082,0
204496,0
152953,0
44723,0
94476,0
167986,0
177595,0
111979,0
104844,0
85673,3
114832,0
190924,0
204398,0
36596,0
88249,0
77849,0
123466,0
64718,0
62108,0
210518,0
82287,0
9719,1
153705,0
154473,0
162441,0
183574,0
83894,1
157501,0
106804,0
104151,0
43792,0
2369,0
167542,0
173114,0
21147,0
117783,0
29659,0
109654,0
103981,0
78200,0
123063,0
38141,0
77964,1
78212,0
140122,0
99830,0
42653,0
26544,0
119574,0
129512,0
215694,0
189752,0
42781,0
143563,0
201589,0
109784,0
189682,0
62457,0
37086,0
162801,0
70676,1
175228,0
166879,0
199589,0
114446,0
15067,0
169145,0
130664,0
209185,0
182434,0
134390,0
67119,0
146181,0
172887,0
45678,0
177723,3
95254,0
88423,2
122231,0
209369,2
146764,0
174924,0
194428,0
69208,0
126565,0
49695,0
88017,3
121968,0
45929,1
203993,0
50165,0
64357,0
43422,0
79472,3
102382,0
110018,0
198421,0
166517,0
208215,0
41445,0
46947,2
26498,0
200354,1
55392,2
128298,0
85248,0
77536,0
112100,0
55724,0
181424,0
79610,0
199446,0
158658,0
1783,0
56678,0
179023,0
176009,0
182602,0
147949,1
198391,0
41243,0
162251,0
120583,3
180812,0
8294,0
96715,0
1377,1
143443,0
2761,2
17073,0
188480,0
60748,0
184649,0
216600,0
154774,0
164878,0
95947,0
32418,0
19409,0
111955,0
69559,0
127859,0
163324,0
216595,0
54443,0
151195,0
39396,0
115983,0
77704,1
47025,0
200118,0
100179,0
21656,0
49240,0
47316,0
103504,0
212095,0
60081,1
98230,0
101323,0
120892,3
147444,0
150212,0
67076,0
106748,1
159582,0
18348,0
38207,0
73150,1
3783,0
153375,0
180205,0
184596,3
62118,3
157773,0
158030,0
173882,0
152366,2
45864,0
78798,0
26101,0
67053,0
25302,0
63386,0
134279,0
70069,0
22087,0
140566,0
29288,0
98524,0
183652,0
3779,0
9168,0
1568,0
69027,0
99432,0
95478,3
213333,0
60624,0
5882,0
64929,0
183566,0
123998,0
3399,0
58654,0
14281,0
3841,0
150843,0
65548,0
74915,2
175656,0
67788,0
88303,0
206676,0
169887,0
181207,0
213110,0
136307,0
27295,0
189950,2
199975,0
52053,0
213756,0
158135,3
106335,0
83936,0
71045,3
103751,0
76904,1
80946,0
177392,0
5469,0
175762,0
35438,0
35975,0
136767,0
16429,0
77932,0
117579,0
98351,0
165980,0
121142,0
212665,0
28812,0
57809,0
46368,0
119650,0
200226,0
77853,3
83008,1
89161,1
7689,3
39417,0
99574,0
158277,3
190817,0
209487,0
136839,0
216578,0
182544,2
15102,0
215932,0
52292,0
144273,0
156308,0
50955,0
90168,0
79322,3
186194,0
134160,0
114513,0
81222,0
200187,0
17797,0
45976,0
91011,0
106823,0
119077,3
112200,0
214954,0
143096,1
86813,3
129224,3
31480,0
147440,0
155686,0
206140,0
37612,0
37644,0
44667,0
98181,0
118733,0
186186,0
152410,0
176529,0
102009,0
125952,0
91864,0
211796,0
82133,2
25950,0
99979,0
92516,0
84498,0
174249,0
104056,0
77318,2
57933,0
30475,0
40240,0
146909,0
146248,0
181167,0
93313,0
57060,0
984,0
146053,0
200196,0
132527,0
202607,0
183428,0
165497,0
83911,1
46034,0
59823,0
21876,0
120791,0
141570,0
12371,0
4165,0
52620,0
10400,0
22239,0
204447,0
38695,0
161786,1
48293,0
53929,3
107971,0
110213,0
144832,0
50349,0
74767,0
86142,0
110394,0
186017,0
92086,3
133303,1
104903,0
77119,0
209284,0
166862,0
21164,0
61051,0
173742,0
163481,0
79939,0
172955,0
122965,0
127202,0
86000,0
117084,0
43634,0
180072,0
84878,2
172532,0
37230,0
214855,0
86588,0
209920,0
40459,0
193281,0
73654,0
86214,3
137983,0
141643,0
34783,0
174892,0
184538,0
129793,0
113302,0
85813,0
210941,0
18421,0
5647,2
31694,0
118385,2
28234,3
86123,0
175775,0
168098,3
3092,0
91553,1
175412,0
192598,0
37751,0
122274,0
41672,0
139400,0
157309,0
115883,0
54484,0
123453,0
202989,0
193952,0
135374,0
168012,0
105878,0
12049,0
47619,0
200804,0
62396,0
8701,1
216219,0
58611,0
64121,0
158830,0
98200,0
40233,0
180794,0
82254,1
374,0
69135,0
143000,0
151697,2
57931,0
108328,1
95984,0
59489,1
116065,2
12882,0
216650,0
104097,0
127481,0
64750,0
83696,0
113572,0
40703,3
132011,0
52396,0
85853,0
83365,0
131658,0
184734,0
116349,0
146214,0
19073,0
150084,0
89851,0
103916,2
78174,0
149291,0
58895,0
109372,0
105354,0
160944,0
130043,0
8751,0
155870,0
90112,0
144074,0
19325,0
147420,0
14756,0
186653,0
69076,0
123423,0
141414,0
206849,0
111044,0
91415,0
199680,0
59705,0
31887,0
21786,0
117203,0
105513,0
56690,0
163484,0
20598,0
73711,0
133246,0
16497,0
162280,0
198272,0
2374,0
29958,0
91294,3
125830,0
120007,0
174332,0
199001,0
22993,1
77626,0
36667,0
117780,3
87516,0
15543,0
60801,2
175530,0
41284,0
157443,0
130317,0
127,0
208026,0
199851,0
176827,0
18922,0
146151,0
212089,0
97596,0
197218,0
211547,0
196489,0
24088,0
38082,2
45561,0
105286,1
180563,0
172158,0
147289,3
54100,0
114083,0
173768,0
178002,0
12782,0
149402,0
50728,0
88468,0
175229,0
148314,0
142903,0
211515,0
151873,0
9813,0
37798,0
187173,0
21868,2
103,2
55819,0
178979,0
3016,0
128673,0
195158,0
25447,0
92825,0
4022,0
158533,0
81526,1
44996,0
80902,0
140418,0
89533,0
86194,3
128802,0
133920,0
6471,0
166140,0
159262,0
180831,0
110551,0
47639,3
100721,0
125698,0
83315,2
157001,0
83646,3
217228,0
161184,0
77288,0
48297,0
195991,0
187341,0
74443,0
149638,3
105213,0
218940,0
8337,0
104858,0
50985,2
169128,0
136637,0
93012,0
91216,0
19189,0
8651,0
36965,0
189493,0
107123,0
116741,2
203639,0
217413,0
67664,0
146250,3
177149,0
16235,0
87301,0
19483,1
128747,0
54554,0
73501,2
37746,0
134438,0
127549,0
113402,0
149544,0
129426,1
74059,0
107143,0
167327,0
91993,0
67655,0
165620,0
75433,0
123524,0
111582,0
157293,0
80972,0
209453,0
94557,0
144642,0
176679,0
207358,0
30535,3
116908,0
171499,3
185869,0
20225,3
48055,0
51498,0
150116,0
197865,3
23678,3
214365,0
88429,0
161242,0
31345,0
174545,0
218520,0
30829,0
95683,0
13869,0
170728,0
105474,3
33595,0
103152,0
173973,0
91117,0
149552,0
217851,0
66934,0
7606,0
69529,0
149721,0
115644,2
155988,0
122026,0
211357,3
28282,0
50133,0
134899,1
29403,1
54155,0
102878,3
77957,1
52156,0
93671,0
66965,0
173543,0
206331,0
199752,0
183453,0
117144,0
37003,0
15918,0
28148,0
210384,0
205358,0
44521,0
77199,0
24785,0
127746,0
30577,1
44513,3
154980,0
149309,2
195566,0
147484,0
98806,0
167879,0
52187,0
152324,0
150661,0
64696,1
88316,2
170882,0
154769,0
197590,0
2882,0
155903,0
52790,3
134731,0
28085,0
72818,0
218608,0
208392,0
95747,0
114064,0
33193,0
69156,0
97888,3
115857,0
28257,0
1775,0
102949,0
117777,0
211674,0
212630,0
27853,0
7729,0
108399,0
84516,1
147513,0
11634,0
202659,0
428,0
145875,0
118290,0
61152,0
144651,0
132524,0
145219,0
48595,0
115746,0
121123,2
22285,0
96368,0
86395,0
84805,0
106651,0
11943,1
48708,0
124637,0
210653,0
42299,0
58589,1
142710,0
132118,0
34829,0
137939,0
41646,0
176187,0
14218,0
126066,0
108412,0
174032,0
105973,0
99600,0
199094,0
123279,0
71133,0
149884,1
35764,0
46241,0
181334,0
213342,0
133690,0
185313,0
155058,0
67272,0
175283,0
75511,0
173642,3
137682,0
199039,0
164432,0
31207,0
63351,0
210962,0
24600,0
4649,1
196821,0
103605,1
79616,3
85300,0
193251,0
18703,0
78609,0
127992,0
94095,0
151848,0
88596,3
37807,0
194711,0
97151,0
64062,0
116083,0
38388,0
110516,0
200351,0
215926,0
184195,0
199199,0
187230,0
182320,0
199527,3
17489,0
97046,0
198021,0
214219,0
238,0
158370,0
105813,0
50156,0
53337,0
166405,0
210414,0
190990,0
37207,0
12890,0
31175,0
57337,0
64289,0
42933,0
178945,0
147544,0
162608,0
126666,0
181069,0
123237,3
71007,0
124933,0
30866,0
109839,3
6594,0
179557,0
81069,0
15507,0
151299,0
151232,0
3694,0
75420,1
71394,0
187027,0
110216,0
203321,0
152685,0
42466,2
150456,0
216705,0
23220,0
35481,0
170925,0
45219,0
127147,0
29063,2
140841,0
22797,0
181397,0
119085,0
207438,0
183904,0
85413,3
