,Medal
209692,0
146001,0
63045,0
34328,0
181201,0
181015,0
209190,0
152246,0
100366,1
153567,0
100228,0
191938,0
49397,0
78632,0
60896,0
47415,0
175249,0
166950,0
184628,0
78922,2
210576,0
184448,0
149750,1
129253,0
129921,0
114490,0
26623,0
209796,0
77295,0
189354,0
180750,0
8853,0
174066,0
63115,0
7873,2
55098,0
147823,2
64770,0
217933,0
49472,0
11102,0
185959,0
47189,0
84781,0
124783,0
183799,0
167885,0
205429,0
208005,0
134144,0
114685,0
210446,0
45565,0
149670,1
172198,0
35680,0
5536,0
138203,3
200579,0
160818,0
3459,0
209090,0
86082,0
102449,0
2579,0
113901,0
181776,0
201466,0
115620,2
70241,0
182148,2
213077,0
92224,0
169076,0
174074,0
38383,0
159083,0
21911,0
136225,0
93036,0
122257,0
53500,0
20053,0
192409,0
32146,0
103682,0
140802,0
163710,0
93992,0
41926,0
144123,0
54937,0
11822,0
155523,0
156900,0
134573,0
163069,0
100724,0
205181,0
183485,0
105676,0
48177,0
59123,0
180090,0
31617,0
122060,0
155181,0
45497,0
136086,0
202889,0
70535,1
202373,3
90431,0
87077,0
184077,0
20107,0
138379,0
67894,0
43087,0
208846,0
47712,0
165966,0
82032,0
448,0
114269,0
27500,0
1396,0
39641,0
42257,0
101930,3
178443,0
134830,0
204717,0
102807,2
141678,0
87387,3
187017,0
151295,0
2737,0
214574,0
52080,0
145719,2
102348,0
134664,0
169410,0
43245,0
149060,1
163017,0
83463,0
174290,0
218231,0
205850,0
95953,0
101990,0
107562,0
67460,0
12658,0
52569,2
169404,0
173141,0
136800,0
135692,0
34622,0
148888,0
43701,0
186583,0
118174,0
205027,0
134252,0
189395,0
152722,0
202051,0
174191,0
51765,2
39669,0
86111,1
89405,0
196166,0
164654,0
177141,0
119830,0
36619,0
78626,0
182456,0
71867,0
334,3
19746,0
111910,0
183399,0
41439,0
207267,0
52814,0
25489,0
195258,0
25087,0
65325,0
149171,0
156180,0
79344,0
185683,0
40569,0
72529,3
210065,0
128487,0
92159,0
68244,0
142233,0
66774,0
85905,1
196937,0
203157,0
180339,0
158764,0
114325,0
192674,2
46450,0
75572,1
217742,0
124454,0
14180,0
113460,0
47658,0
190387,0
119408,0
13813,0
3301,0
150802,0
157285,0
35235,0
195304,0
178090,0
117795,0
40553,0
72866,0
48203,0
23644,0
17794,0
192205,0
126866,0
120337,0
180612,0
195813,0
132660,0
141576,0
146587,1
57461,0
26305,0
123692,0
120624,1
96789,0
200916,0
173583,0
151635,0
51781,0
40322,0
177406,0
167857,0
151074,0
60658,0
142051,0
15112,0
177457,0
113376,0
34467,0
2392,0
141286,0
183073,1
97664,0
168824,3
61898,0
29509,1
59351,0
80652,0
2991,1
157839,0
61723,0
205889,3
61788,0
53047,0
100210,2
191306,0
43323,0
211239,0
8424,0
176486,0
179321,0
209253,0
99502,0
128147,0
184313,0
209304,2
137930,0
143572,0
19839,0
22416,0
72132,2
76747,3
40822,0
27055,0
68719,3
185845,0
180601,0
74401,2
196284,0
144556,0
61144,0
109788,0
22270,1
47641,0
193186,0
179921,0
150793,0
12324,0
197580,0
65425,0
59873,1
217680,0
3553,0
68504,0
155553,0
155843,0
82850,0
209730,1
43627,0
69354,0
110985,0
134056,0
10669,0
86119,0
58803,0
20703,0
50244,0
157642,0
163188,2
95502,0
194082,0
59073,0
24331,0
21951,1
173519,0
192478,0
34411,0
152938,1
42561,3
5096,0
80050,3
93605,1
112696,0
5373,0
77054,0
4097,0
2925,0
173393,0
80793,0
215312,0
171836,0
62551,0
41147,0
190539,0
216016,0
105694,3
192107,0
177592,0
45955,0
104680,2
98530,0
119647,0
173810,0
28346,2
97096,0
183921,0
61427,0
187496,0
91791,0
199648,0
86067,0
99296,0
65772,0
20229,0
201666,0
151557,0
110920,0
60742,0
171949,0
109042,0
91777,0
136169,2
123586,0
193528,0
59569,0
92581,0
136855,0
115435,0
191081,0
113113,0
174875,0
157181,0
99788,3
92567,0
120246,0
141891,0
56238,3
198051,0
55719,0
24786,0
118705,0
141092,0
31747,0
84828,0
158274,0
107204,0
184591,3
69248,0
196153,0
73924,0
182216,0
96491,0
178382,0
154098,0
93195,0
114781,0
134250,0
640,1
29523,0
38719,0
149469,1
212015,0
41813,0
96741,0
197003,0
44979,0
131865,0
18537,0
62246,1
103925,2
82911,2
19742,0
33943,0
136346,0
72907,0
199596,0
135839,0
127664,0
38378,0
109713,0
155804,0
142112,0
83429,3
204445,0
210329,0
210141,0
20848,0
174647,0
166592,0
176906,1
184377,0
151373,0
141052,0
138620,0
117659,0
38066,0
20520,0
104611,0
210956,0
157985,0
64962,0
128702,0
86967,3
148244,0
167216,0
68547,0
62578,0
99093,0
206,0
197148,3
123773,0
91220,0
87880,1
20586,0
9599,0
2193,0
133164,0
196303,0
199090,0
214422,0
84720,0
12345,0
120414,0
8334,0
95880,0
190270,0
64466,0
37876,0
123239,0
16375,0
19750,3
96619,0
117041,0
183709,3
91554,0
175676,0
3208,0
470,0
20769,0
20150,0
210246,0
139238,0
138035,2
182966,3
36908,0
63088,0
144867,0
162846,0
26836,0
204829,0
128334,0
80190,0
106084,0
45178,0
215967,0
65900,0
179106,0
12239,3
177481,0
146134,3
74541,3
195835,0
108933,0
57540,0
99267,0
62518,0
173639,0
207933,0
59431,1
189893,0
133061,0
81427,2
78360,0
27507,0
12927,0
182777,0
119621,2
73792,0
46225,0
24728,0
159907,0
157617,0
86417,3
186392,0
104248,3
148649,0
71299,2
192184,0
46705,0
162299,0
5548,1
75725,0
210227,0
68888,0
37956,0
177477,0
130417,0
147652,0
117077,0
97342,0
72558,0
92447,0
176659,0
177558,0
208996,0
41722,0
35125,0
214715,0
25516,0
46900,0
134341,0
4866,0
169670,0
32712,0
209745,0
33880,3
2807,0
207955,0
16717,2
162045,0
161612,0
94596,0
64247,0
110108,0
199790,0
67099,0
66752,0
171135,0
190236,3
738,0
187495,0
110818,0
175477,0
15379,0
92089,2
43856,2
80068,0
22646,0
13494,0
200801,0
183540,0
150806,0
65313,0
165155,0
122438,0
213070,0
164890,0
80195,0
117516,0
28268,0
14041,0
163989,2
165962,0
203255,0
190804,0
123687,0
35952,0
199015,0
74852,1
114746,0
166908,0
53887,2
125964,0
173381,0
34073,2
131968,0
185424,0
47576,0
142021,0
195796,0
112755,0
43652,2
88319,3
213324,3
207395,0
60775,0
216305,0
42509,0
210607,0
72162,0
189358,0
56965,0
51589,0
65302,0
57163,0
200599,1
146412,0
191515,0
162386,0
82924,1
46726,2
17955,0
209330,0
122947,0
136372,0
201555,0
6358,0
44027,0
170880,0
162263,0
52667,2
119128,0
190443,0
156343,2
37198,0
76365,0
206310,2
155840,0
150680,0
34887,0
171111,0
69341,0
35726,2
70075,3
166664,2
171288,0
13358,0
163973,0
183699,0
129491,0
45584,0
118067,0
149815,0
191352,0
126790,0
192284,0
22811,0
23012,0
104491,0
129045,0
149828,0
18456,1
62986,0
47969,0
40583,0
11888,2
66667,0
143739,0
49636,0
169352,0
4251,0
82936,0
176790,0
20488,0
61501,0
32863,0
60703,1
18333,0
112271,0
72869,0
136971,3
198435,1
55928,0
191870,0
36169,2
165651,0
50363,0
146326,0
79123,0
138759,0
83049,0
213042,0
121043,1
204084,0
47279,0
172745,0
139787,0
4479,1
160060,0
214759,0
166022,0
185219,0
186312,0
148818,1
176535,0
28658,0
118118,2
148560,0
106694,0
191477,0
216506,0
131327,0
136524,0
24223,2
184159,0
47322,0
95675,0
70018,0
117430,0
96012,0
215899,0
2355,0
33381,0
212945,0
138585,0
18709,0
146128,0
113661,0
16504,0
44436,0
114281,0
200619,0
55833,1
45353,0
129702,0
108473,0
168353,0
135696,0
126932,3
60738,2
198650,0
152791,0
177385,0
201971,0
131109,0
181721,0
91606,3
47662,0
39196,0
191045,0
161968,0
134378,0
216835,0
62636,0
22773,0
136972,0
116922,2
151956,0
185576,0
162916,0
85727,3
108761,0
209110,0
105495,0
87722,3
14357,0
137270,2
172533,0
34789,0
185215,0
203143,0
153333,0
212837,0
175167,0
209550,0
75533,2
80196,0
30631,0
92143,0
120451,0
2615,1
153579,0
183882,0
78105,1
186101,0
116489,0
135088,0
181565,0
38232,0
44128,0
106801,0
187038,0
47558,2
155356,3
109463,0
86160,3
94486,0
99142,0
145098,0
181878,0
122418,0
180194,0
134757,0
101552,0
126727,3
191389,0
107795,0
117771,0
51349,0
133595,0
25674,0
166963,0
213910,0
54694,0
133756,0
120547,0
114395,0
58326,3
112179,0
51852,0
40715,0
169054,0
36920,0
149600,1
110552,0
175949,0
189484,0
195605,0
103154,0
128124,0
103354,0
184532,0
193263,0
148408,0
53749,0
133224,1
128582,0
145106,0
43291,2
52317,0
70247,0
10020,1
41827,0
173684,2
204045,0
117406,0
150773,0
80227,2
22251,0
37886,0
69035,0
33085,0
148356,0
197169,0
124468,0
115006,1
149231,1
111944,0
160456,0
4232,0
173503,0
24555,0
207324,0
49530,0
164355,0
153451,2
181697,0
214107,0
152632,0
20933,0
199330,0
70271,0
116564,3
73055,0
116611,0
149242,1
163684,0
96239,0
218319,0
138729,0
114411,0
111210,3
47495,0
181738,0
158052,0
115115,0
143289,0
194028,0
209809,0
161695,3
195843,0
74855,2
177493,0
176045,1
211043,0
75089,3
127315,0
50263,0
210010,3
83083,3
215299,0
69346,0
210536,3
86608,0
169343,0
49728,3
186775,0
117408,1
150665,0
191918,0
48687,3
95704,0
38675,0
36058,0
213426,0
65178,0
174347,0
70601,0
36636,0
94607,0
5818,0
56299,0
209139,0
78303,1
115560,2
91723,0
187348,0
74695,0
39604,0
154701,0
128431,0
198701,0
141958,0
132877,0
165022,0
7075,0
55644,3
115193,0
188304,0
172326,0
6335,0
166447,0
119019,0
195831,0
91977,0
39387,0
21907,0
197120,0
44736,0
207441,0
198183,0
211310,0
175459,0
143577,0
174457,0
5100,0
83826,0
43404,0
167323,0
94827,0
106324,0
21435,0
70367,0
87447,0
148553,0
106878,0
158022,0
212464,0
153466,0
22700,0
204828,0
51114,2
55336,0
93649,0
101551,0
106766,3
216349,0
135469,0
102912,0
180043,0
172528,0
63507,0
41467,2
121539,0
42065,0
61326,0
71561,3
5317,0
167038,1
56898,0
176864,0
49637,0
201189,0
175218,0
15558,3
105814,0
77349,0
42834,0
155504,3
26034,0
60135,0
148821,0
19523,0
2890,0
154390,0
180744,0
185766,0
51835,0
212785,0
86501,0
207615,0
113401,3
87471,2
9304,0
215928,0
196206,0
177913,0
7684,0
73318,0
59115,0
102081,2
69866,0
96671,0
197602,0
184780,0
178158,0
61548,0
115485,0
139920,0
217605,0
127117,0
91618,0
157337,0
22941,0
95435,0
42192,0
2006,0
96810,0
69264,0
200580,0
55965,0
157753,0
60843,0
129407,0
210327,0
155983,0
71893,1
92049,0
159255,0
180308,0
187851,0
124280,0
102535,0
142147,0
19675,0
203706,0
84693,0
74513,0
182810,0
7512,0
56846,0
151775,0
59317,0
174513,0
75487,0
2131,0
59341,1
99878,0
121462,3
207547,0
100440,0
107672,0
77969,0
126935,0
92078,0
87586,0
42867,0
103349,0
201163,0
56562,0
176253,0
171380,0
115350,2
147531,0
46370,2
146297,0
107762,0
168125,0
122957,0
14696,0
180960,0
210400,0
54261,0
185281,0
181940,0
175029,0
41218,0
192433,1
80316,0
87796,2
52950,0
26527,0
16064,0
69809,1
79466,1
157070,0
148537,2
35951,0
134917,0
118145,0
36756,0
20676,0
64830,0
795,2
106906,0
70776,3
99660,0
155966,0
145259,0
142158,0
132377,0
174054,0
147315,0
170138,0
108190,2
21678,0
108070,0
129048,0
100921,0
54703,0
119605,0
60911,0
159915,0
145287,0
100374,0
199205,0
124141,0
2171,0
60657,2
189483,3
27740,0
150591,0
208523,0
133741,1
114755,0
48483,0
21144,0
167948,1
159709,0
178914,0
62903,1
173849,0
85738,1
96882,0
131793,0
188401,0
198158,0
24504,0
18617,0
34724,0
117857,0
64776,1
52703,3
19681,0
207361,0
187382,0
181265,0
116019,0
158528,1
160048,0
115142,0
41242,0
202610,0
115723,0
180815,0
68952,0
175162,0
214013,0
130693,0
109113,0
201290,0
123490,0
30673,0
168119,0
125015,0
189841,0
35501,0
171181,0
164998,0
2718,0
1314,2
78725,0
55809,0
212718,3
159855,0
28276,1
70074,0
142493,0
131832,0
92058,1
67902,0
199112,3
92935,0
175236,0
58522,0
182255,0
116531,0
65371,0
122683,0
81633,1
48139,2
143092,0
197862,0
172642,0
184387,0
7620,0
206840,0
90159,1
105014,0
100261,0
202736,0
23338,0
143052,0
204081,0
117502,0
128929,0
186318,0
71415,0
203612,0
160335,0
150306,0
182118,0
175401,0
101898,0
181060,0
110539,0
31836,0
98819,2
46050,0
172861,0
14014,0
74593,0
152736,0
153367,3
75232,0
14653,0
150237,0
175979,0
33270,0
186226,0
177003,0
170174,0
108970,0
85096,0
134565,0
39690,0
82422,0
51492,0
176787,0
166441,0
150315,0
54405,3
137586,0
140523,0
78273,0
148559,0
70114,0
120605,0
181514,0
61978,0
43796,0
102585,0
913,0
131729,0
214826,0
160531,0
197704,0
68796,0
89591,2
99801,0
84554,1
13479,0
114110,0
214457,0
153302,0
133467,0
144749,0
108050,0
184353,0
75043,0
53585,3
98964,0
71821,0
127387,0
55799,0
205787,0
179647,0
177429,0
142643,0
102482,0
97866,0
33478,0
120486,0
46104,0
218786,0
24978,0
210435,0
189749,0
195104,0
106449,2
174583,1
81456,0
131556,0
135129,2
110804,0
60350,0
77006,0
129691,0
4513,0
143215,0
31931,0
180092,0
1068,0
92904,0
134856,0
138076,1
50646,1
106631,0
123567,0
21294,0
131685,0
9760,0
48886,0
167732,3
23162,0
100031,0
102399,2
172452,0
145951,0
197800,2
39363,0
86456,2
44369,3
153543,0
59793,3
62102,0
210534,0
202972,0
21976,0
135026,0
25801,0
136796,1
159617,0
12821,0
106546,0
25794,0
88261,0
39849,0
164426,0
189318,0
97118,0
79084,0
174520,0
113666,0
202571,0
88027,0
60385,3
71914,0
217470,0
45008,1
97359,0
195236,0
176777,0
206914,3
201686,0
73137,0
122514,0
60615,0
133844,0
47528,2
128708,0
190288,0
57122,0
128135,0
52892,0
197935,0
107649,0
121887,3
195804,0
53483,0
119974,3
73585,0
82261,0
12828,0
74748,0
20718,0
131119,0
214307,0
180823,0
18799,0
113327,0
139743,0
126984,0
15175,0
118373,3
170667,0
202978,0
53722,0
12461,0
7338,0
102689,0
205533,0
201979,0
88014,0
145184,3
203187,0
89470,0
130829,3
151539,0
184633,0
184516,0
211322,0
43912,0
192549,0
101239,0
178273,0
63399,0
86219,1
52146,0
116045,0
153828,0
177674,0
167796,0
156870,0
160931,3
170022,0
81595,0
88878,0
129251,0
38488,0
203729,0
96682,0
163979,0
76959,1
30250,0
102650,0
117031,3
145742,0
23047,0
152012,0
42532,0
111277,0
131333,0
87989,0
132800,0
120259,0
215129,0
14251,0
111008,0
69149,0
136772,0
205523,1
203823,0
86359,0
42772,0
126349,0
111393,0
94589,0
211506,0
161497,0
95417,1
207052,0
193989,0
160404,0
104798,0
118057,0
143365,0
71185,0
107815,0
5310,0
147687,0
4709,0
112855,0
208195,0
129390,0
85367,0
27462,0
215935,0
159865,0
49820,3
190683,0
63754,0
116847,0
11028,0
214493,0
56322,0
25942,0
69954,0
186697,0
166573,1
172341,1
151011,0
46477,0
174726,0
41785,0
211848,3
84665,0
216811,0
46466,0
107995,3
114639,0
65715,0
31795,0
138644,0
200517,2
106062,0
44643,0
88988,0
3259,0
33696,0
9919,0
141062,0
186513,0
117340,0
163981,0
200489,2
71962,0
167946,1
111942,2
182350,0
111149,0
63789,0
119835,0
43375,0
132683,0
276,0
63341,0
136002,2
84377,0
94655,0
187048,0
194583,0
107316,0
212133,0
30544,0
100430,0
165907,0
127154,0
76737,0
65412,0
97848,0
188085,0
155800,0
34141,0
32977,3
134262,0
100843,0
196120,0
201023,0
103176,3
31146,0
87697,0
97262,0
190369,0
51286,0
53946,0
76764,0
159843,0
68581,0
212762,0
41216,0
26534,0
140236,0
147404,0
100421,0
136896,1
174297,0
33504,0
14646,2
168502,0
213734,0
204311,1
114815,0
171147,0
211930,3
211959,0
146241,0
133268,0
24319,0
131082,0
190834,0
107446,0
117590,0
102384,0
206141,0
72579,0
114704,0
201405,0
139504,0
145783,0
53451,2
22958,0
46627,0
42543,0
28275,0
169068,0
146102,0
162108,0
116046,0
69387,0
198695,0
108395,0
30080,0
210569,0
214709,3
105953,0
44320,0
160270,0
51870,0
171336,0
58539,0
134370,0
46580,0
15621,0
213171,0
206782,0
112547,0
197541,0
158204,0
652,3
157060,0
41511,0
156174,0
88395,0
50009,0
103606,1
135160,0
96161,0
26737,0
92797,2
177937,0
172796,0
62667,0
124591,0
99904,0
131369,0
61746,1
184536,0
93381,3
208478,0
171724,0
95025,0
4667,0
210199,0
92387,0
131457,2
37011,0
36957,0
107775,0
111585,0
40107,0
84077,0
204532,0
133967,0
142499,0
206853,0
56723,0
217674,0
10380,0
65358,0
49046,0
44504,0
202377,0
61829,0
210436,0
54061,0
21655,0
37355,3
81829,3
46055,0
102563,0
186523,0
75968,0
177526,0
192871,0
164200,0
138483,0
140921,0
81435,0
171518,0
57478,0
136602,0
184004,2
36157,0
57874,0
28787,3
149979,0
38900,0
114620,0
49170,0
93857,0
182864,0
157758,0
19835,3
155678,0
50182,0
200124,0
76800,0
110286,0
17754,0
101372,2
53249,0
62094,2
198742,0
186308,0
109032,0
189768,0
77729,0
120324,0
183559,2
175858,0
197035,0
152841,0
12134,0
125775,0
15713,0
182598,0
165702,0
214915,0
162225,2
182205,1
36151,0
115074,0
9625,3
98727,0
93475,0
351,0
123759,0
48543,3
184598,3
33380,0
68565,0
134486,0
125638,0
49898,0
99049,0
131639,0
212255,0
181252,0
120495,0
128872,0
116330,0
188873,3
4203,0
99189,0
36777,0
116594,0
149268,0
110391,0
1416,0
55344,0
134029,0
135743,0
10453,0
75767,0
81375,0
21695,0
123445,0
170785,0
44032,0
182102,0
87305,0
69476,0
176639,0
80092,0
16588,0
36897,0
35072,0
180200,0
43283,0
57492,0
205890,0
61456,3
212393,0
171200,0
200697,0
29688,0
192148,0
182570,0
123074,0
66696,0
153249,0
150434,0
51174,0
179118,0
138779,0
159360,0
56288,0
138907,0
145928,0
120307,0
216700,0
104277,3
178516,0
129845,0
182735,0
44590,0
139573,0
64831,0
167914,0
189952,2
171963,0
30848,3
82651,0
180708,0
69619,0
57303,1
119445,0
91872,0
152,0
165601,0
85723,0
17967,0
81102,1
105968,0
99686,3
115280,0
116513,0
185395,0
199381,0
62552,0
50102,0
215815,0
31772,0
157386,0
130558,0
82650,0
47816,2
39084,0
107127,0
216184,0
77614,0
155649,0
203635,0
79143,0
51710,0
168060,0
26500,0
185242,0
214289,0
178197,0
86037,3
71932,0
96488,0
81387,0
71648,1
36261,0
42484,0
18188,0
173004,0
9170,0
119801,0
75936,3
49672,0
148162,0
12025,0
137863,2
164379,0
34872,0
130870,0
118678,0
129775,0
212007,0
188312,0
118567,0
188984,0
197376,0
122147,0
145970,0
40815,0
23744,0
42097,0
211107,0
118827,0
108445,0
137878,0
76570,2
72919,0
10787,0
167178,0
156651,0
153992,0
67757,0
60077,0
20597,0
171163,0
91925,0
169350,0
201399,0
200729,0
173647,0
12333,0
132585,1
66305,0
120710,0
85169,2
202739,0
214797,0
102160,3
19716,0
151000,0
61164,0
78550,0
182340,0
181116,2
162717,0
175279,0
145788,2
172928,0
13308,0
125966,0
141987,0
53471,3
85956,0
159087,0
31902,1
126890,0
70355,2
92594,0
78895,2
45838,0
89031,0
78685,1
195997,0
37480,0
131143,0
85281,2
44646,0
208002,0
96260,0
70762,0
14579,0
31096,0
147383,0
191835,0
44602,0
162414,0
80081,1
56618,0
96977,0
72640,3
181016,0
109762,0
70484,0
131888,0
209383,0
178096,0
94712,0
74438,0
132611,0
1669,3
97488,0
53962,0
160238,0
167174,0
5518,0
71178,2
212673,0
89274,0
208893,0
120247,0
54939,0
44016,0
100522,0
133850,0
113645,0
101548,3
16770,0
169146,2
49084,0
204465,0
210421,0
206175,3
100664,0
155382,0
41940,0
132501,0
11049,0
113334,0
622,1
69652,0
96524,0
107249,0
80083,0
37039,0
89013,2
200976,0
45317,0
192333,0
32642,2
133766,0
148292,0
150062,0
79086,3
100602,0
157928,0
137119,0
196474,0
136883,0
2729,0
204882,0
107152,0
58034,0
155215,0
91897,0
204029,0
215489,1
3326,0
120848,0
2952,0
172582,0
170819,0
50927,0
92009,0
113456,0
158249,0
95010,0
47004,0
51135,0
168833,0
131635,0
207072,0
189382,0
166705,0
72344,0
205129,0
207381,0
162687,0
146692,0
52354,0
139557,0
209488,0
80862,0
118353,0
59938,0
58216,0
202811,0
113992,0
217238,0
75625,2
172976,0
183598,0
31940,0
73024,0
140012,0
181018,0
80943,0
177527,0
31871,0
28840,2
180405,0
9725,0
203939,0
61022,0
121569,0
154604,0
108129,0
210760,0
121543,2
194173,0
203814,0
55969,0
169305,0
22853,0
96783,0
14923,0
200262,0
69920,0
58299,0
167776,0
96121,0
212960,0
176159,0
99422,0
92603,0
111333,0
130255,0
190971,0
39490,0
208373,0
13411,3
14152,0
200270,0
117746,0
52407,0
55091,0
176236,0
188290,3
53087,0
208469,0
193987,0
204289,0
184999,0
66820,0
213770,0
62836,0
75927,0
59137,0
45078,0
103162,0
164564,1
130648,0
153498,0
41457,0
195509,0
44201,0
206681,0
216528,0
214833,0
61150,0
203988,0
202485,0
169679,0
147204,3
107572,0
119325,0
27374,0
176567,0
73512,3
117764,0
41128,0
47701,2
150945,0
205121,0
43175,0
108422,0
66001,0
81763,1
77717,1
46660,1
65314,0
169662,0
136885,3
96656,0
195400,0
80779,0
171567,0
33312,0
107868,0
129529,0
210897,0
213402,0
107676,0
153406,0
169618,0
118547,0
159515,0
135304,0
169491,0
107125,0
4826,0
47819,0
105987,0
187793,0
68405,0
186174,0
61797,0
85623,1
78130,0
25930,0
22874,0
8428,0
29549,0
48465,2
41972,0
90616,0
59367,0
167344,0
183968,0
63856,0
30020,0
179861,0
169608,0
23894,0
118918,0
115823,0
112141,0
138765,0
193,0
29634,0
33888,0
108989,0
15208,1
7744,2
56905,0
134356,0
175568,0
3384,0
4950,0
170716,0
180814,0
205792,0
188317,2
168067,1
81389,0
16513,0
202581,0
123345,0
202583,2
85932,0
205771,0
128311,0
185926,0
53020,2
45087,0
4484,3
22494,0
154603,0
13799,0
104773,0
145950,0
218186,0
147473,1
128731,0
207602,0
152843,0
71216,0
195200,0
144082,0
92540,0
137451,1
197840,0
180552,0
43002,0
136934,0
120237,3
86860,3
73538,0
18794,2
211970,0
43266,0
74638,0
101632,0
69235,0
30463,0
13150,0
115041,0
32746,0
132823,0
136473,0
52986,0
9060,2
58124,0
139029,0
191820,0
32671,0
42423,0
116522,0
92893,0
103863,0
64055,0
142658,0
166833,0
122571,0
42801,0
47755,2
42885,0
155450,0
208492,0
182948,3
43239,3
87523,0
171877,0
189846,0
129430,0
3116,1
116219,0
1631,1
127134,1
108150,0
175447,0
199185,0
122447,0
23380,0
92201,0
58910,0
1199,0
71338,1
109682,0
90730,0
128770,0
47020,0
74977,0
118073,0
91494,2
166170,0
1951,3
87931,0
124277,0
149504,0
100711,0
37789,0
174719,0
218890,0
130986,0
56061,0
192887,0
157249,0
21885,0
9262,0
165739,0
64662,0
197663,2
76745,1
98752,0
184599,0
16878,0
131745,2
70444,0
123634,0
55557,0
71345,1
177620,0
63562,0
57259,3
54749,2
141398,0
169750,0
17666,0
85867,2
136257,0
148986,2
76887,0
210764,0
209553,0
52917,0
205260,0
61379,0
205107,0
56904,0
164649,0
155607,0
85820,0
37864,0
62514,0
136373,0
118954,0
68159,1
213188,0
103742,0
39930,0
202784,0
163955,0
201789,0
191715,0
73108,0
46760,2
170281,0
22287,0
140098,3
127645,0
143611,0
209160,0
36467,0
3903,0
207113,0
99875,0
208158,0
120400,1
68333,0
182620,0
97340,0
89551,2
114423,0
19491,3
79872,0
109937,0
50420,0
1695,0
76917,0
92493,0
1163,0
4975,2
198702,0
89990,0
215800,0
175502,0
194588,0
217828,0
57903,0
200373,0
193549,0
188950,0
145271,0
178818,0
207994,0
131696,0
142055,0
117883,3
173313,0
153091,0
69045,0
93970,0
140535,0
199484,0
24132,0
116255,0
202753,0
198364,0
24703,0
29712,0
179294,0
150592,0
152414,0
32024,0
32072,0
168292,0
110830,0
134701,0
132859,0
44444,0
117474,0
181173,0
37657,0
129385,0
200461,0
85954,0
208260,1
139059,3
66904,0
20790,0
153592,0
146543,0
138700,0
151342,0
94575,0
85705,1
176862,0
201457,0
207719,0
216586,0
46520,0
205590,0
80835,0
111105,0
169084,0
191354,0
184897,0
20738,3
171577,0
114987,0
19965,2
